zipcode,sort_code_1,sort_code_2,sort_code_3,sort_code_4,arr_cnpo_nm,deliv_po_nm,course_no
02513,A1,130,09,16,동서울,동대문,002
02502,A1,130,09,19,동서울,동대문,900
02510,A1,130,09,16,동서울,동대문,014
02435,A1,130,09,14,동서울,동대문,014
02434,A1,130,09,13,동서울,동대문,014
02500,A1,130,09,99,동서울,동대문,004
06927,B7,156,06,53,안양물,서울동작,069
06925,B7,156,06,50,안양물,서울동작,069
06900,B7,156,06,54,안양물,서울동작,068
06915,B7,156,06,47,안양물,서울동작,067
06922,B7,156,06,52,안양물,서울동작,000
06924,B7,156,06,52,안양물,서울동작,069
06928,B7,156,06,55,안양물,서울동작,069
06914,B7,156,06,47,안양물,서울동작,067
06923,B7,156,06,52,안양물,서울동작,000
06917,B7,156,06,49,안양물,서울동작,062
06913,B7,156,06,46,안양물,서울동작,067
06926,B7,156,06,49,안양물,서울동작,062
06902,B7,156,06,54,안양물,서울동작,069
06929,B7,156,06,56,안양물,서울동작,069
06935,B7,156,06,56,안양물,서울동작,069
06934,B7,156,06,53,안양물,서울동작,069
06930,B7,156,06,53,안양물,서울동작,069
06931,B7,156,06,53,안양물,서울동작,069
06936,B7,156,06,56,안양물,서울동작,068
06921,B7,156,09,20,안양물,서울동작,092
06920,B7,156,06,50,안양물,서울동작,069
06954,B7,156,01,02,안양물,서울동작,015
07055,B7,156,01,01,안양물,서울동작,019
06933,B7,156,01,04,안양물,서울동작,017
06945,B7,156,01,02,안양물,서울동작,015
06932,B7,156,01,04,안양물,서울동작,017
06901,B7,156,01,03,안양물,서울동작,017
06948,B7,156,01,04,안양물,서울동작,017
06947,B7,156,01,07,안양물,서울동작,017
06942,B7,156,01,04,안양물,서울동작,017
06941,B7,156,01,03,안양물,서울동작,017
06943,B7,156,01,05,안양물,서울동작,015
06944,B7,156,01,06,안양물,서울동작,015
06940,B7,156,01,18,안양물,서울동작,017
06953,B7,156,01,07,안양물,서울동작,015
07041,B7,156,01,07,안양물,서울동작,015
06938,B7,156,01,03,안양물,서울동작,017
06955,B7,156,01,01,안양물,서울동작,015
06939,B7,156,01,03,안양물,서울동작,017
06946,B7,156,01,07,안양물,서울동작,015
06994,B7,156,07,69,안양물,서울동작,076
06995,B7,156,07,69,안양물,서울동작,071
06993,B7,156,07,69,안양물,서울동작,071
06992,B7,156,07,69,안양물,서울동작,071
06984,B7,156,07,69,안양물,서울동작,071
06905,B7,156,07,69,안양물,서울동작,071
06908,B7,156,06,51,안양물,서울동작,061
06916,B7,156,06,46,안양물,서울동작,061
06907,B7,156,06,51,안양물,서울동작,061
06906,B7,156,06,51,안양물,서울동작,061
06912,B7,156,06,46,안양물,서울동작,067
06918,B7,156,06,49,안양물,서울동작,062
06904,B7,156,06,51,안양물,서울동작,061
07023,B7,156,08,71,안양물,서울동작,082
06991,B7,156,07,59,안양물,서울동작,071
06996,B7,156,07,59,안양물,서울동작,071
06997,B7,156,07,58,안양물,서울동작,076
07008,B7,156,07,68,안양물,서울동작,076
07006,B7,156,07,67,안양물,서울동작,076
07007,B7,156,07,67,안양물,서울동작,076
06998,B7,156,07,58,안양물,서울동작,076
06999,B7,156,07,62,안양물,서울동작,071
07013,B7,156,07,68,안양물,서울동작,076
06990,B7,156,07,60,안양물,서울동작,072
07011,B7,156,08,82,안양물,서울동작,082
07005,B7,156,07,67,안양물,서울동작,074
07012,B7,156,08,73,안양물,서울동작,083
07004,B7,156,07,65,안양물,서울동작,074
07003,B7,156,07,65,안양물,서울동작,058
07014,B7,156,08,74,안양물,서울동작,071
07016,B7,156,08,73,안양물,서울동작,072
07020,B7,156,08,76,안양물,서울동작,074
07018,B7,156,08,76,안양물,서울동작,074
07017,B7,156,08,78,안양물,서울동작,083
07002,B7,156,07,64,안양물,서울동작,072
06988,B7,156,07,61,안양물,서울동작,058
07028,B7,156,08,79,안양물,서울동작,081
07024,B7,156,08,75,안양물,서울동작,083
07030,B7,156,08,80,안양물,서울동작,081
07029,B7,156,08,79,안양물,서울동작,081
07021,B7,156,08,76,안양물,서울동작,082
07025,B7,156,08,72,안양물,서울동작,082
06989,B7,156,07,66,안양물,서울동작,076
07031,B7,156,08,80,안양물,서울동작,086
07000,B7,156,07,64,안양물,서울동작,076
07010,B7,156,08,78,안양물,서울동작,074
07019,B7,156,08,77,안양물,서울동작,052
07009,B7,156,08,77,안양물,서울동작,052
07015,B7,156,08,73,안양물,서울동작,082
07075,B7,156,08,79,안양물,서울동작,082
07022,B7,156,08,76,안양물,서울동작,082
07001,B7,156,07,67,안양물,서울동작,072
06970,B7,156,03,17,안양물,서울동작,031
06968,B7,156,03,23,안양물,서울동작,031
06969,B7,156,03,23,안양물,서울동작,031
06919,B7,156,03,22,안양물,서울동작,031
06971,B7,156,03,17,안양물,서울동작,035
07032,B7,156,03,23,안양물,서울동작,067
07033,B7,156,03,24,안양물,서울동작,032
06965,B7,156,03,23,안양물,서울동작,092
07037,B7,156,04,30,안양물,서울동작,035
07046,B7,156,04,33,안양물,서울동작,097
07048,B7,156,04,00,안양물,서울동작,040
06937,B7,156,06,00,안양물,서울동작,060
06961,B7,156,04,29,안양물,서울동작,041
06963,B7,156,09,20,안양물,서울동작,041
07050,B7,156,04,35,안양물,서울동작,043
07042,B7,156,04,33,안양물,서울동작,097
07034,B7,156,09,21,안양물,서울동작,067
06959,B7,156,04,29,안양물,서울동작,097
07040,B7,156,03,26,안양물,서울동작,032
07039,B7,156,03,26,안양물,서울동작,032
06950,B7,156,09,70,안양물,서울동작,092
06949,B7,156,09,70,안양물,서울동작,092
07052,B7,156,04,35,안양물,서울동작,043
07049,B7,156,04,31,안양물,서울동작,043
06962,B7,156,04,16,안양물,서울동작,041
06960,B7,156,04,33,안양물,서울동작,097
07043,B7,156,04,37,안양물,서울동작,043
07044,B7,156,04,37,안양물,서울동작,043
07051,B7,156,04,35,안양물,서울동작,043
06967,B7,156,09,16,안양물,서울동작,041
06978,B7,156,03,27,안양물,서울동작,035
07027,B7,156,03,27,안양물,서울동작,043
07053,B7,156,04,35,안양물,서울동작,043
06957,B7,156,09,16,안양물,서울동작,092
07047,B7,156,04,29,안양물,서울동작,041
06951,B7,156,04,34,안양물,서울동작,092
06964,B7,156,09,19,안양물,서울동작,092
07045,B7,156,04,37,안양물,서울동작,097
07038,B7,156,04,32,안양물,서울동작,035
07035,B7,156,04,32,안양물,서울동작,035
06956,B7,156,09,70,안양물,서울동작,092
06952,B7,156,09,70,안양물,서울동작,092
06977,B7,156,03,27,안양물,서울동작,035
06987,B7,156,03,27,안양물,서울동작,036
07026,B7,156,03,25,안양물,서울동작,043
06966,B7,156,09,16,안양물,서울동작,041
07036,B7,156,04,32,안양물,서울동작,035
06958,B7,156,09,16,안양물,서울동작,097
07062,B7,156,02,86,안양물,서울동작,023
07067,B7,156,02,13,안양물,서울동작,021
07070,B7,156,02,13,안양물,서울동작,021
07056,B7,156,02,09,안양물,서울동작,019
07058,B7,156,02,08,안양물,서울동작,019
07068,B7,156,02,12,안양물,서울동작,021
07074,B7,156,02,15,안양물,서울동작,021
07073,B7,156,02,13,안양물,서울동작,021
07057,B7,156,02,08,안양물,서울동작,019
07059,B7,156,02,08,안양물,서울동작,019
07066,B7,156,02,14,안양물,서울동작,021
07060,B7,156,02,09,안양물,서울동작,019
07061,B7,156,02,10,안양물,서울동작,019
07054,B7,156,02,85,안양물,서울동작,023
07069,B7,156,02,15,안양물,서울동작,021
07072,B7,156,02,15,안양물,서울동작,021
07071,B7,156,02,86,안양물,서울동작,082
07064,B7,156,02,14,안양물,서울동작,023
07063,B7,156,02,11,안양물,서울동작,023
07065,B7,156,02,14,안양물,서울동작,021
06982,B7,156,05,43,안양물,서울동작,058
06972,B7,156,05,38,안양물,서울동작,058
06985,B7,156,05,41,안양물,서울동작,050
06910,B7,156,05,39,안양물,서울동작,052
06974,B7,156,05,39,안양물,서울동작,052
06911,B7,156,05,39,안양물,서울동작,052
06986,B7,156,05,45,안양물,서울동작,058
06973,B7,156,05,43,안양물,서울동작,052
06983,B7,156,05,41,안양물,서울동작,058
06979,B7,156,05,40,안양물,서울동작,058
06981,B7,156,05,42,안양물,서울동작,058
06980,B7,156,05,43,안양물,서울동작,058
06976,B7,156,05,40,안양물,서울동작,052
06975,B7,156,05,40,안양물,서울동작,052
06909,B7,156,05,38,안양물,서울동작,052
04145,B8,121,02,06,부평물,서울마포,065
04147,B8,121,02,07,부평물,서울마포,065
04144,B8,121,02,12,부평물,서울마포,089
04213,B8,121,01,08,부평물,서울마포,072
04196,B8,121,02,08,부평물,서울마포,072
04148,B8,121,02,07,부평물,서울마포,089
04143,B8,121,02,12,부평물,서울마포,089
04185,B8,121,01,03,부평물,서울마포,072
04146,B8,121,02,08,부평물,서울마포,089
04183,B8,121,01,04,부평물,서울마포,072
04131,B8,121,02,13,부평물,서울마포,089
04210,B8,121,01,05,부평물,서울마포,072
04211,B8,121,01,05,부평물,서울마포,072
04186,B8,121,01,03,부평물,서울마포,072
04208,B8,121,01,04,부평물,서울마포,072
04141,B8,121,02,12,부평물,서울마포,089
04195,B8,121,01,03,부평물,서울마포,072
04142,B8,121,02,12,부평물,서울마포,089
04130,B8,121,02,06,부평물,서울마포,089
04132,B8,121,02,13,부평물,서울마포,089
04184,B8,121,01,02,부평물,서울마포,072
04205,B8,121,01,01,부평물,서울마포,072
04204,B8,121,01,02,부평물,서울마포,072
04214,B8,121,01,05,부평물,서울마포,072
04212,B8,121,01,05,부평물,서울마포,072
04133,B8,121,02,07,부평물,서울마포,089
04207,B8,121,01,02,부평물,서울마포,072
04209,B8,121,03,10,부평물,서울마포,072
04128,B8,121,07,17,부평물,서울마포,065
04087,B8,121,10,84,부평물,서울마포,071
04098,B8,121,10,93,부평물,서울마포,071
04092,B8,121,10,84,부평물,서울마포,071
04093,B8,121,10,84,부평물,서울마포,071
04103,B8,121,09,39,부평물,서울마포,082
04109,B8,121,09,38,부평물,서울마포,084
04100,B8,121,09,38,부평물,서울마포,084
04108,B8,121,09,39,부평물,서울마포,082
04104,B8,121,09,39,부평물,서울마포,082
04101,B8,121,09,38,부평물,서울마포,082
04058,B8,121,09,38,부평물,서울마포,090
04102,B8,121,09,38,부평물,서울마포,082
04094,B8,121,09,38,부평물,서울마포,084
04057,B8,121,09,40,부평물,서울마포,082
04074,B8,121,12,90,부평물,서울마포,093
04081,B8,121,12,90,부평물,서울마포,093
04082,B8,121,12,20,부평물,서울마포,093
04159,B8,121,08,22,부평물,서울마포,080
04106,B8,121,08,14,부평물,서울마포,082
04149,B8,121,08,22,부평물,서울마포,080
04152,B8,121,08,16,부평물,서울마포,080
04110,B8,121,08,14,부평물,서울마포,080
04111,B8,121,08,15,부평물,서울마포,092
04136,B8,121,08,17,부평물,서울마포,080
04151,B8,121,08,22,부평물,서울마포,080
04096,B8,121,08,15,부평물,서울마포,080
04150,B8,121,08,22,부평물,서울마포,080
04090,B8,121,08,15,부평물,서울마포,080
04126,B8,121,08,18,부평물,서울마포,082
04112,B8,121,08,19,부평물,서울마포,082
04153,B8,121,08,16,부평물,서울마포,080
04105,B8,121,08,14,부평물,서울마포,082
04181,B8,121,05,28,부평물,서울마포,074
04172,B8,121,05,25,부평물,서울마포,073
04171,B8,121,05,25,부평물,서울마포,073
04169,B8,121,05,28,부평물,서울마포,074
04168,B8,121,05,28,부평물,서울마포,074
04170,B8,121,05,28,부평물,서울마포,074
04173,B8,121,05,35,부평물,서울마포,073
04156,B8,121,05,24,부평물,서울마포,080
04179,B8,121,05,23,부평물,서울마포,073
04174,B8,121,05,23,부평물,서울마포,073
04167,B8,121,05,24,부평물,서울마포,073
04158,B8,121,05,25,부평물,서울마포,073
04157,B8,121,05,24,부평물,서울마포,080
04180,B8,121,05,29,부평물,서울마포,074
04182,B8,121,05,26,부평물,서울마포,074
04051,B8,121,16,43,부평물,서울마포,096
04056,B8,121,16,42,부평물,서울마포,090
03994,B8,121,16,45,부평물,서울마포,090
03992,B8,121,16,44,부평물,서울마포,090
03993,B8,121,16,05,부평물,서울마포,090
03985,B8,121,16,42,부평물,서울마포,090
04050,B8,121,16,43,부평물,서울마포,096
03995,B8,121,16,45,부평물,서울마포,090
04052,B8,121,16,41,부평물,서울마포,096
04061,B8,121,16,41,부평물,서울마포,096
03982,B8,121,16,05,부평물,서울마포,090
04178,B8,121,06,31,부평물,서울마포,073
04175,B8,121,06,30,부평물,서울마포,073
04164,B8,121,06,34,부평물,서울마포,081
04176,B8,121,06,31,부평물,서울마포,073
04165,B8,121,06,34,부평물,서울마포,081
04177,B8,121,06,31,부평물,서울마포,073
04017,B8,121,14,47,부평물,서울마포,079
04010,B8,121,14,55,부평물,서울마포,079
04018,B8,121,14,47,부평물,서울마포,079
04012,B8,121,14,46,부평물,서울마포,079
04009,B8,121,14,48,부평물,서울마포,079
04005,B8,121,14,47,부평물,서울마포,088
04015,B8,121,14,47,부평물,서울마포,079
04011,B8,121,14,55,부평물,서울마포,079
04014,B8,121,14,46,부평물,서울마포,079
04013,B8,121,14,46,부평물,서울마포,079
04008,B8,121,14,49,부평물,서울마포,079
04007,B8,121,14,50,부평물,서울마포,088
03954,B8,121,14,50,부평물,서울마포,088
03964,B8,121,14,55,부평물,서울마포,091
03958,B8,121,14,51,부평물,서울마포,088
03955,B8,121,14,52,부평물,서울마포,091
03961,B8,121,14,53,부평물,서울마포,091
03956,B8,121,14,52,부평물,서울마포,091
03957,B8,121,14,51,부평물,서울마포,088
03960,B8,121,14,53,부평물,서울마포,091
03962,B8,121,14,53,부평물,서울마포,091
04016,B8,121,14,47,부평물,서울마포,093
03959,B8,121,14,51,부평물,서울마포,091
04006,B8,121,14,50,부평물,서울마포,088
03963,B8,121,14,54,부평물,서울마포,091
04066,B8,121,24,89,부평물,서울마포,085
04067,B8,121,12,89,부평물,서울마포,085
04075,B8,121,12,88,부평물,서울마포,068
04049,B8,121,12,89,부평물,서울마포,085
04078,B8,121,12,88,부평물,서울마포,068
04077,B8,121,12,88,부평물,서울마포,068
04068,B8,121,12,89,부평물,서울마포,085
04076,B8,121,12,88,부평물,서울마포,068
03906,B8,121,18,09,부평물,서울마포,078
03930,B8,121,18,08,부평물,서울마포,077
03927,B8,121,18,07,부평물,서울마포,077
03905,B8,121,18,17,부평물,서울마포,097
03904,B8,121,18,17,부평물,서울마포,078
03928,B8,121,18,08,부평물,서울마포,077
03901,B8,121,18,08,부평물,서울마포,097
03909,B8,121,18,13,부평물,서울마포,077
03912,B8,121,18,07,부평물,서울마포,077
03908,B8,121,18,13,부평물,서울마포,077
03907,B8,121,18,10,부평물,서울마포,097
03924,B8,121,18,10,부평물,서울마포,078
03925,B8,121,18,13,부평물,서울마포,078
03914,B8,121,18,12,부평물,서울마포,097
03922,B8,121,18,17,부평물,서울마포,077
03926,B8,121,18,12,부평물,서울마포,078
03920,B8,121,18,08,부평물,서울마포,077
03913,B8,121,18,12,부평물,서울마포,097
03911,B8,121,18,14,부평물,서울마포,097
03900,B8,121,18,11,부평물,서울마포,097
03919,B8,121,18,17,부평물,서울마포,078
03923,B8,121,18,15,부평물,서울마포,077
03918,B8,121,18,15,부평물,서울마포,097
03915,B8,121,18,18,부평물,서울마포,077
03902,B8,121,18,16,부평물,서울마포,077
03931,B8,121,18,08,부평물,서울마포,077
03929,B8,121,18,07,부평물,서울마포,077
03921,B8,121,18,16,부평물,서울마포,077
03903,B8,121,18,11,부평물,서울마포,078
03917,B8,121,18,15,부평물,서울마포,097
03916,B8,121,18,18,부평물,서울마포,097
04000,B8,121,15,66,부평물,서울마포,069
03996,B8,121,15,64,부평물,서울마포,069
03999,B8,121,19,66,부평물,서울마포,070
04043,B8,121,15,61,부평물,서울마포,075
04044,B8,121,15,61,부평물,서울마포,075
04001,B8,121,15,66,부평물,서울마포,095
04003,B8,121,15,63,부평물,서울마포,069
03997,B8,121,15,63,부평물,서울마포,069
04029,B8,121,15,65,부평물,서울마포,095
04055,B8,121,15,57,부평물,서울마포,066
04002,B8,121,15,66,부평물,서울마포,069
04036,B8,121,15,65,부평물,서울마포,095
04053,B8,121,15,57,부평물,서울마포,066
04040,B8,121,15,59,부평물,서울마포,066
04031,B8,121,15,59,부평물,서울마포,075
04039,B8,121,15,62,부평물,서울마포,066
04038,B8,121,15,62,부평물,서울마포,066
04047,B8,121,15,61,부평물,서울마포,095
04032,B8,121,15,59,부평물,서울마포,075
04034,B8,121,15,60,부평물,서울마포,095
04041,B8,121,15,58,부평물,서울마포,066
04035,B8,121,15,60,부평물,서울마포,095
04048,B8,121,15,58,부평물,서울마포,075
04004,B8,121,15,64,부평물,서울마포,069
03998,B8,121,15,66,부평물,서울마포,069
04054,B8,121,15,57,부평물,서울마포,066
04059,B8,121,15,57,부평물,서울마포,066
04042,B8,121,15,62,부평물,서울마포,066
04037,B8,121,15,65,부평물,서울마포,095
04045,B8,121,15,61,부평물,서울마포,095
04030,B8,121,15,66,부평물,서울마포,075
04033,B8,121,15,59,부평물,서울마포,075
03948,B8,121,20,67,부평물,서울마포,086
03966,B8,121,19,67,부평물,서울마포,086
03969,B8,121,19,72,부평물,서울마포,070
03972,B8,121,19,68,부평물,서울마포,070
03973,B8,121,19,68,부평물,서울마포,070
03938,B8,121,20,80,부평물,서울마포,063
03965,B8,121,19,67,부평물,서울마포,086
03970,B8,121,19,72,부평물,서울마포,070
03971,B8,121,19,72,부평물,서울마포,070
03937,B8,121,20,78,부평물,서울마포,063
03939,B8,121,20,73,부평물,서울마포,086
03947,B8,121,20,73,부평물,서울마포,063
03946,B8,121,20,77,부평물,서울마포,083
03974,B8,121,19,68,부평물,서울마포,062
03953,B8,121,20,75,부평물,서울마포,999
03978,B8,121,19,68,부평물,서울마포,062
03949,B8,121,20,73,부평물,서울마포,086
03968,B8,121,19,72,부평물,서울마포,070
03940,B8,121,20,80,부평물,서울마포,063
03951,B8,121,20,76,부평물,서울마포,083
03945,B8,121,20,77,부평물,서울마포,083
03941,B8,121,20,79,부평물,서울마포,083
03967,B8,121,19,67,부평물,서울마포,070
03932,B8,121,18,74,부평물,서울마포,999
03935,B8,121,20,78,부평물,서울마포,063
03936,B8,121,20,78,부평물,서울마포,063
03977,B8,121,19,69,부평물,서울마포,062
03986,B8,121,19,69,부평물,서울마포,062
03952,B8,121,20,76,부평물,서울마포,083
04190,B8,121,03,11,부평물,서울마포,072
04187,B8,121,03,11,부평물,서울마포,072
04189,B8,121,03,11,부평물,서울마포,072
04193,B8,121,03,10,부평물,서울마포,072
04188,B8,121,03,11,부평물,서울마포,072
04191,B8,121,03,10,부평물,서울마포,072
04197,B8,121,03,09,부평물,서울마포,072
04194,B8,121,02,08,부평물,서울마포,072
04192,B8,121,03,10,부평물,서울마포,072
04088,B8,121,11,83,부평물,서울마포,084
04091,B8,121,11,83,부평물,서울마포,084
04089,B8,121,11,83,부평물,서울마포,084
04097,B8,121,11,92,부평물,서울마포,084
04107,B8,121,11,82,부평물,서울마포,082
04095,B8,121,11,93,부평물,서울마포,064
04080,B8,121,10,91,부평물,서울마포,071
04198,B8,121,04,40,부평물,서울마포,094
04115,B8,121,04,99,부평물,서울마포,067
04116,B8,121,04,99,부평물,서울마포,067
04203,B8,121,04,95,부평물,서울마포,094
04199,B8,121,04,98,부평물,서울마포,094
04129,B8,121,04,95,부평물,서울마포,067
04118,B8,121,04,98,부평물,서울마포,067
04117,B8,121,04,96,부평물,서울마포,067
04114,B8,121,04,01,부평물,서울마포,067
04113,B8,121,04,01,부평물,서울마포,067
04202,B8,121,04,97,부평물,서울마포,094
04201,B8,121,04,97,부평물,서울마포,094
04206,B8,121,04,97,부평물,서울마포,094
03983,B8,121,17,02,부평물,서울마포,087
03989,B8,121,17,45,부평물,서울마포,062
03976,B8,121,17,04,부평물,서울마포,062
03975,B8,121,17,04,부평물,서울마포,063
03988,B8,121,17,02,부평물,서울마포,062
03991,B8,121,17,06,부평물,서울마포,090
03980,B8,121,17,03,부평물,서울마포,087
03987,B8,121,17,06,부평물,서울마포,062
03981,B8,121,17,05,부평물,서울마포,087
03979,B8,121,17,03,부평물,서울마포,087
03990,B8,121,17,06,부평물,서울마포,090
03984,B8,121,17,03,부평물,서울마포,087
04122,B8,121,07,19,부평물,서울마포,076
04138,B8,121,07,17,부평물,서울마포,065
04123,B8,121,07,18,부평물,서울마포,076
04137,B8,121,07,17,부평물,서울마포,065
04124,B8,121,07,18,부평물,서울마포,076
04121,B8,121,07,18,부평물,서울마포,076
04134,B8,121,07,20,부평물,서울마포,065
04155,B8,121,07,21,부평물,서울마포,065
04154,B8,121,07,21,부평물,서울마포,065
04135,B8,121,07,20,부평물,서울마포,065
04127,B8,121,07,20,부평물,서울마포,076
04140,B8,121,07,17,부평물,서울마포,065
04139,B8,121,07,20,부평물,서울마포,065
04162,B8,121,06,33,부평물,서울마포,081
04166,B8,121,05,34,부평물,서울마포,080
04160,B8,121,06,32,부평물,서울마포,081
04161,B8,121,06,32,부평물,서울마포,081
04163,B8,121,06,33,부평물,서울마포,081
03950,B8,121,20,76,부평물,서울마포,083
03944,B8,121,20,79,부평물,서울마포,083
03942,B8,121,20,81,부평물,서울마포,063
03934,B8,121,20,81,부평물,서울마포,063
03933,B8,121,20,81,부평물,서울마포,063
03943,B8,121,20,79,부평물,서울마포,083
04065,B8,121,10,86,부평물,서울마포,085
04086,B8,121,10,91,부평물,서울마포,093
04069,B8,121,10,86,부평물,서울마포,085
04062,B8,121,10,87,부평물,서울마포,064
04060,B8,121,10,87,부평물,서울마포,064
04063,B8,121,10,94,부평물,서울마포,085
04099,B8,121,10,91,부평물,서울마포,064
04079,B8,121,10,91,부평물,서울마포,071
04064,B8,121,10,94,부평물,서울마포,085
04023,B8,121,13,25,부평물,서울마포,098
04020,B8,121,13,24,부평물,서울마포,098
04019,B8,121,13,24,부평물,서울마포,098
04072,B8,121,13,20,부평물,서울마포,093
04022,B8,121,13,23,부평물,서울마포,088
04085,B8,121,13,20,부평물,서울마포,093
04071,B8,121,13,21,부평물,서울마포,093
04046,B8,121,13,19,부평물,서울마포,093
04084,B8,121,13,21,부평물,서울마포,093
04026,B8,121,13,25,부평물,서울마포,098
04021,B8,121,13,25,부평물,서울마포,098
04027,B8,121,13,24,부평물,서울마포,098
04083,B8,121,13,19,부평물,서울마포,093
04070,B8,121,13,21,부평물,서울마포,098
04073,B8,121,13,19,부평물,서울마포,093
04028,B8,121,13,25,부평물,서울마포,098
04024,B8,121,13,23,부평물,서울마포,098
04025,B8,121,13,22,부평물,서울마포,098
03693,B8,120,07,42,부평물,서대문,015
03673,B8,120,07,43,부평물,서대문,015
03711,B8,120,07,45,부평물,서대문,009
03710,B8,120,07,45,부평물,서대문,009
03712,B8,120,07,46,부평물,서대문,009
03690,B8,120,07,40,부평물,서대문,009
03692,B8,120,07,48,부평물,서대문,015
03694,B8,120,07,41,부평물,서대문,015
03672,B8,120,07,43,부평물,서대문,015
03675,B8,120,07,43,부평물,서대문,010
03666,B8,120,07,42,부평물,서대문,015
03791,B8,120,07,46,부평물,서대문,009
03665,B8,120,07,40,부평물,서대문,015
03715,B8,120,07,46,부평물,서대문,009
03686,B8,120,07,47,부평물,서대문,015
03674,B8,120,12,03,부평물,서대문,015
03687,B8,120,07,47,부평물,서대문,026
03670,B8,120,07,43,부평물,서대문,015
03671,B8,120,07,43,부평물,서대문,015
03689,B8,120,07,42,부평물,서대문,009
03735,B8,120,03,06,부평물,서대문,006
03745,B8,120,03,07,부평물,서대문,005
03746,B8,120,02,05,부평물,서대문,006
03734,B8,120,03,06,부평물,서대문,020
03765,B8,120,10,63,부평물,서대문,001
03722,B8,120,10,63,부평물,서대문,001
03759,B8,120,10,63,부평물,서대문,001
03721,B8,120,10,63,부평물,서대문,001
03766,B8,120,10,65,부평물,서대문,050
03764,B8,120,09,64,부평물,서대문,062
03767,B8,120,09,64,부평물,서대문,065
03760,B8,120,12,03,부평물,서대문,008
03777,B8,120,10,75,부평물,서대문,065
03778,B8,120,10,65,부평물,서대문,061
03780,B8,120,10,65,부평물,서대문,063
03740,B8,120,01,01,부평물,서대문,002
03739,B8,120,01,01,부평물,서대문,002
03738,B8,120,01,01,부평물,서대문,002
03741,B8,120,02,02,부평물,서대문,002
03669,B8,120,06,39,부평물,서대문,003
03680,B8,120,06,32,부평물,서대문,035
03668,B8,120,06,33,부평물,서대문,003
03667,B8,120,06,39,부평물,서대문,003
03691,B8,120,06,38,부평물,서대문,026
03678,B8,120,06,34,부평물,서대문,014
03709,B8,120,06,44,부평물,서대문,028
03684,B8,120,06,35,부평물,서대문,022
03685,B8,120,06,35,부평물,서대문,003
03681,B8,120,06,32,부평물,서대문,039
03679,B8,120,06,32,부평물,서대문,039
03683,B8,120,06,35,부평물,서대문,022
03682,B8,120,06,38,부평물,서대문,026
03790,B8,120,06,37,부평물,서대문,003
03714,B8,120,06,36,부평물,서대문,999
03713,B8,120,06,36,부평물,서대문,014
03677,B8,120,06,39,부평물,서대문,026
03676,B8,120,06,34,부평물,서대문,026
03755,B8,120,11,72,부평물,서대문,022
03756,B8,120,11,70,부평물,서대문,022
03750,B8,120,11,72,부평물,서대문,022
03769,B8,120,11,66,부평물,서대문,012
03758,B8,120,11,70,부평물,서대문,022
03772,B8,120,11,72,부평물,서대문,012
03774,B8,120,11,66,부평물,서대문,022
03762,B8,120,11,67,부평물,서대문,022
03768,B8,120,11,66,부평물,서대문,012
03771,B8,120,11,71,부평물,서대문,012
03761,B8,120,11,67,부평물,서대문,022
03770,B8,120,11,67,부평물,서대문,012
03763,B8,120,11,68,부평물,서대문,025
03773,B8,120,11,66,부평물,서대문,012
03749,B8,120,11,68,부평물,서대문,022
03754,B8,120,11,72,부평물,서대문,022
03747,B8,120,11,71,부평물,서대문,022
03748,B8,120,11,68,부평물,서대문,022
03753,B8,120,11,70,부평물,서대문,022
03757,B8,120,11,70,부평물,서대문,022
03751,B8,120,11,70,부평물,서대문,022
03727,B8,120,10,63,부평물,서대문,001
03701,B8,120,08,55,부평물,서대문,049
03698,B8,120,08,52,부평물,서대문,057
03723,B8,120,08,51,부평물,서대문,063
03661,B8,120,08,50,부평물,서대문,064
03660,B8,120,08,50,부평물,서대문,055
03707,B8,120,08,56,부평물,서대문,016
03725,B8,120,08,58,부평물,서대문,064
03724,B8,120,08,58,부평물,서대문,056
03699,B8,120,08,52,부평물,서대문,050
03726,B8,120,08,58,부평물,서대문,060
03702,B8,120,08,55,부평물,서대문,075
03696,B8,120,08,50,부평물,서대문,058
03708,B8,120,08,56,부평물,서대문,016
03703,B8,120,08,55,부평물,서대문,053
03718,B8,120,08,49,부평물,서대문,057
03695,B8,120,08,53,부평물,서대문,000
03697,B8,120,08,52,부평물,서대문,049
03717,B8,120,08,49,부평물,서대문,051
03720,B8,120,08,51,부평물,서대문,054
03716,B8,120,08,55,부평물,서대문,050
03700,B8,120,08,53,부평물,서대문,052
03704,B8,120,08,56,부평물,서대문,016
03643,B8,120,08,49,부평물,서대문,054
03706,B8,120,08,56,부평물,서대문,016
03781,B8,120,08,57,부평물,서대문,017
03719,B8,120,08,49,부평물,서대문,016
03705,B8,120,08,54,부평물,서대문,016
03782,B8,120,08,57,부평물,서대문,059
03743,B8,120,03,08,부평물,서대문,006
03744,B8,120,03,08,부평물,서대문,020
03789,B8,120,09,59,부평물,서대문,065
03783,B8,120,09,61,부평물,서대문,057
03786,B8,120,09,61,부평물,서대문,060
03779,B8,120,09,60,부평물,서대문,025
03787,B8,120,09,59,부평물,서대문,051
03785,B8,120,09,62,부평물,서대문,058
03784,B8,120,09,61,부평물,서대문,062
03776,B8,120,09,60,부평물,서대문,052
03788,B8,120,09,59,부평물,서대문,075
03737,B8,120,02,03,부평물,서대문,006
03752,B8,120,02,09,부평물,서대문,006
